SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW,I014_TSD.1
01-Sep-15,1,22577,22343,23356,23161,20453,505,3977,0,8841,0,279,317,1604,811,163,85,1584,811,163,85,23161.0
01-Sep-15,2,21758,21530,23187,22996,19693,516,3977,0,8841,0,929,966,1604,793,198,105,1584,793,198,105,22996.0
01-Sep-15,3,21442,21249,23143,22968,19440,516,3977,0,8843,0,1201,1219,1604,782,198,123,1584,782,198,123,22968.0
01-Sep-15,4,21163,20973,23047,22861,19223,515,3977,0,8843,0,1384,1387,1603,802,198,84,1584,802,198,84,22861.0
01-Sep-15,5,20801,20612,22751,22567,18869,525,3977,0,8843,0,1450,1455,1604,785,198,84,1584,785,198,84,22567.0
01-Sep-15,6,20489,20289,22431,22444,18566,534,3977,0,8843,0,1442,1737,1604,798,198,84,1584,798,198,84,22444.0
01-Sep-15,7,20350,20143,22270,22568,18426,538,3977,0,8843,0,1420,1925,1604,792,198,84,1584,792,198,84,22568.0
01-Sep-15,8,20244,20044,22161,22477,18263,542,3977,0,8843,0,1417,1933,1603,774,198,84,1584,774,198,84,22477.0
01-Sep-15,9,20333,20148,22235,22560,18349,549,3977,0,8843,0,1402,1912,1604,834,198,84,1584,834,198,84,22560.0
01-Sep-15,10,20457,20307,22354,22565,18473,556,3977,0,8843,0,1397,1758,1604,817,198,84,1584,817,198,84,22565.0
01-Sep-15,11,21243,21151,22727,22765,19191,554,3977,0,8843,0,984,1114,1604,794,198,141,1584,794,198,141,22765.0
01-Sep-15,12,22361,22354,23598,23535,20228,551,3977,0,8843,0,737,680,1603,808,198,128,1584,808,198,128,23535.0
01-Sep-15,13,24654,24647,25178,25159,22343,550,3977,53,8843,0,24,11,1605,712,154,92,1584,712,154,92,25159.0
01-Sep-15,14,27065,27046,27577,27564,24522,548,3977,103,8843,0,12,12,1583,734,82,69,1585,734,82,69,27564.0
01-Sep-15,15,29891,29884,30507,30505,27064,533,3977,310,8843,0,15,18,1991,916,-36,-65,1974,916,-36,-65,30505.0
01-Sep-15,16,31722,31672,32583,32541,28704,517,3977,650,8843,108,15,20,2000,903,-132,-214,1973,903,-132,-214,32541.0
01-Sep-15,17,32997,32980,34005,33995,29849,529,3977,1020,8843,232,15,20,1999,979,-191,-302,1974,979,-191,-302,33995.0
01-Sep-15,18,33565,33521,34632,34589,30436,540,3977,1430,8843,186,18,16,2000,992,-246,-303,1973,992,-246,-303,34589.0
01-Sep-15,19,34242,34082,35309,35153,31062,549,3977,1890,8843,0,13,16,2000,995,-251,-303,1974,995,-251,-303,35153.0
01-Sep-15,20,34150,33947,35219,35020,30965,558,3977,2440,8843,0,15,18,2000,981,-251,-303,1974,981,-251,-303,35020.0
01-Sep-15,21,33960,33786,35027,34855,30768,567,3977,3000,8843,0,15,17,2000,930,-251,-301,1973,930,-251,-301,34855.0
01-Sep-15,22,33875,33701,34908,34736,30681,576,3977,3380,8843,0,9,10,2000,951,-251,-273,1973,951,-251,-273,34736.0
01-Sep-15,23,33828,33650,34919,34744,30636,584,3977,3690,8843,0,7,8,2000,1019,-251,-333,1973,1019,-251,-333,34744.0
01-Sep-15,24,33739,33576,34856,34695,30547,591,3977,3980,8843,0,7,8,2000,992,-251,-359,1973,992,-251,-359,34695.0
01-Sep-15,25,33841,33660,34958,34781,30646,609,3977,3920,8843,0,7,5,2001,1009,-251,-359,1973,1009,-251,-359,34781.0
01-Sep-15,26,33698,33491,34813,34605,30561,626,3977,3890,8843,0,5,4,2000,1003,-251,-359,1973,1003,-251,-359,34605.0
01-Sep-15,27,33345,33139,34504,34301,30244,626,3977,3870,8843,0,5,6,2000,968,-251,-403,1973,968,-251,-403,34301.0
01-Sep-15,28,33077,32883,34246,34055,30010,625,3977,3950,8843,0,5,6,2000,987,-251,-413,1973,987,-251,-413,34055.0
01-Sep-15,29,32951,32783,34114,33950,29892,639,3977,3810,8843,0,5,6,2000,995,-245,-413,1973,995,-245,-413,33950.0
01-Sep-15,30,32942,32759,34032,33851,29891,653,3977,3760,8843,0,5,6,2000,996,-171,-414,1973,996,-171,-414,33851.0
01-Sep-15,31,33083,32925,34163,34008,30012,662,3977,3480,8843,0,5,7,2001,995,-171,-404,1974,995,-171,-404,34008.0
