SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW,I014_TSD.1
01-Feb-16,1,24240,24932,25276,26325,21996,1893,4126,0,9247,0,436,972,1698,840,197,285,1679,844,197,285,
01-Feb-16,2,24807,25274,25750,26703,22667,1950,4126,0,9247,0,343,1001,1698,857,197,285,1678,858,197,285,
01-Feb-16,3,25029,25061,26630,27216,22941,1990,4126,0,9247,0,1001,1708,1698,839,197,285,1679,844,197,285,
01-Feb-16,4,24358,24375,26382,26920,22409,2029,4126,0,9247,0,1424,2081,1699,814,197,285,1679,812,197,285,
01-Feb-16,5,23787,23827,26092,26660,21961,2036,4126,0,9247,0,1705,2236,1698,824,197,285,1678,825,197,285,
01-Feb-16,6,23569,23612,25919,26486,21716,2043,4126,0,9247,0,1750,2274,1699,807,197,285,1678,806,197,285,
01-Feb-16,7,23089,23116,25496,26195,21254,2061,4126,0,9247,0,1807,2478,1699,805,197,285,1679,810,197,285,
01-Feb-16,8,22614,22636,24998,25688,20799,2079,4126,0,9247,0,1784,2452,1698,838,197,285,1678,838,197,285,
01-Feb-16,9,22455,22463,24838,25516,20658,2115,4126,0,9247,0,1783,2454,1699,808,197,285,1679,807,197,285,
01-Feb-16,10,22464,22493,24840,25536,20710,2151,4126,0,9247,0,1776,2444,1699,794,197,285,1678,794,197,285,
01-Feb-16,11,23255,23328,25592,26178,21504,2272,4126,0,9247,0,1737,2250,1699,846,197,285,1678,849,197,285,
01-Feb-16,12,24739,24869,26779,27184,22874,2393,4126,0,9247,0,1440,1715,1688,846,197,285,1679,854,197,285,
01-Feb-16,13,28308,28491,29120,29640,26176,2422,4126,0,9247,0,212,487,1995,1000,197,285,1975,1004,197,285,
01-Feb-16,14,31751,31934,32369,32849,29332,2450,4126,0,9247,0,18,321,1997,983,197,285,1975,986,197,285,
01-Feb-16,15,35993,36185,36606,36800,33212,2412,4126,0,9247,0,13,315,1996,1019,162,271,1975,1018,157,268,
01-Feb-16,16,37912,37981,38527,38600,34864,2374,4126,14,9247,0,15,323,1997,983,75,169,1975,986,72,164,
01-Feb-16,17,38587,38597,39202,39223,35457,2355,4126,81,9247,0,15,121,1997,1030,19,91,1975,1036,18,91,
01-Feb-16,18,38464,38502,39079,39123,35401,2335,4126,213,9247,0,15,21,1996,1025,19,110,1975,1026,18,109,
01-Feb-16,19,39160,39158,39770,39774,35978,2276,4126,499,9247,0,10,11,1997,1035,19,23,1975,1045,18,18,
01-Feb-16,20,39276,39247,39939,39910,35981,2216,4126,779,9247,0,12,11,1997,1025,50,-51,1974,1026,50,-51,
01-Feb-16,21,39179,39170,39844,39836,35822,2254,4126,953,9247,0,14,17,1997,1010,-15,-36,1975,1009,-16,-35,
01-Feb-16,22,39297,39261,39939,39910,35947,2292,4126,1100,9247,0,11,14,1997,977,-31,12,1975,980,-34,16,
01-Feb-16,23,39467,39405,40170,40109,36060,2316,4126,1120,9247,0,11,12,1997,957,-92,32,1975,956,-91,32,
01-Feb-16,24,39551,39484,40255,40189,36087,2340,4126,1230,9247,0,11,13,1998,977,-93,8,1975,987,-93,7,
01-Feb-16,25,39625,39574,40348,40301,36185,2307,4126,1390,9247,0,9,12,1998,987,-111,-3,1975,987,-110,-7,
01-Feb-16,26,39125,39043,39911,39833,35597,2274,4126,1500,9247,0,10,14,1997,981,-111,-65,1975,986,-110,-68,
01-Feb-16,27,38767,38715,39516,39459,35254,2241,4126,1490,9247,0,10,13,1997,979,-32,-107,1974,982,-25,-107,
01-Feb-16,28,38514,38437,39231,39159,34942,2208,4126,1450,9247,0,9,13,1997,1014,120,-108,1975,1016,121,-109,
01-Feb-16,29,38533,38490,39297,39260,35001,2188,4126,1370,9247,0,9,13,1997,1013,107,-155,1975,1013,105,-156,
01-Feb-16,30,38321,38313,39094,39092,34775,2168,4126,1100,9247,0,7,11,1998,998,107,-166,1975,1003,105,-168,
