SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW,I014_TSD.1
01-Jan-15,1,28726,28787,29490,29552,26351,1866,4039,0,5994,0,18,20,980,854,-25,-121,1003,854,-25,-121,29552.0
01-Jan-15,2,29391,29312,30135,30057,27001,1816,4039,0,5994,0,23,24,1015,903,3,-121,997,903,3,-121,30057.0
01-Jan-15,3,29231,29077,30448,30363,26874,1816,4039,0,5994,0,443,484,1166,888,-53,-121,1164,888,-53,-121,30363.0
01-Jan-15,4,28095,27898,29381,29202,25824,1878,4039,0,5994,0,590,609,1178,864,-40,-56,1164,864,-40,-56,29202.0
01-Jan-15,5,26896,26730,28667,28521,24752,1878,4039,0,5994,0,1082,1167,1270,881,-82,-7,1273,881,-82,-7,28521.0
01-Jan-15,6,26355,26184,28175,28012,24236,1859,4039,0,5994,0,1132,1339,1347,876,-82,-6,1273,876,-82,-6,28012.0
01-Jan-15,7,25319,25136,27248,27390,23239,1859,4039,0,5994,0,1239,1552,299,877,-90,35,270,877,-90,35,27390.0
01-Jan-15,8,24237,24075,26366,26561,22270,1880,4039,0,5994,0,1379,1739,256,876,-150,113,223,876,-150,113,26561.0
01-Jan-15,9,23388,23334,26473,26882,21543,1880,4039,0,5994,0,1372,1733,-962,877,-151,211,-1026,877,-151,211,26882.0
01-Jan-15,10,23035,22926,26221,26462,21249,1750,4039,0,5994,0,1359,1723,-1076,876,-151,269,-1026,876,-151,269,26462.0
01-Jan-15,11,22784,22664,25356,25618,21043,1750,4039,0,5994,0,1499,1868,-384,877,-89,274,-361,877,-89,274,25618.0
01-Jan-15,12,22718,22663,25180,25622,20936,1719,4039,0,5994,0,1504,1991,-358,876,43,274,-361,876,43,274,25622.0
01-Jan-15,13,23131,23143,25667,26227,21329,1719,4039,0,5994,0,1489,2004,-447,877,122,274,-441,877,122,274,26227.0
01-Jan-15,14,23452,23424,25944,26446,21655,1880,4039,0,5994,0,1449,1944,-443,876,181,274,-441,876,181,274,26446.0
01-Jan-15,15,23778,23742,26005,26435,21942,1880,4039,0,5994,0,1040,1534,-587,839,181,274,-586,839,181,274,26435.0
