SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW,I014_TSD.1
01-Nov-11,1,28366,28316,29578,29613,25440,449,1845,0,909,0,612,612,996,496,0,0,988,496,0,0,29613.0
01-Nov-11,2,28176,28043,29584,29578,25331,337,1845,0,909,0,808,810,997,496,0,0,986,496,0,0,29578.0
01-Nov-11,3,27658,27490,29256,29369,24848,337,1845,0,909,0,998,1002,996,496,0,0,987,496,0,0,29369.0
01-Nov-11,4,26871,26692,28783,28639,24150,343,1845,0,909,0,1312,1314,996,496,0,0,987,496,0,0,28639.0
01-Nov-11,5,26287,26127,28367,28214,23619,343,1845,0,909,0,1480,1487,995,496,0,0,986,496,0,0,28214.0
01-Nov-11,6,25972,25844,28101,28146,23312,388,1845,0,909,0,1529,1688,995,496,0,0,986,496,0,0,28146.0
01-Nov-11,7,25491,25424,27633,27995,22804,388,1845,0,909,0,1542,1699,996,496,0,0,987,496,0,0,27995.0
01-Nov-11,8,25083,25016,27349,27566,22393,385,1845,0,909,0,1666,1824,996,496,0,0,987,496,0,0,27566.0
01-Nov-11,9,24830,24789,26942,27324,22226,385,1845,0,909,0,1512,1667,996,496,0,0,987,496,0,0,27324.0
01-Nov-11,10,24938,24922,27023,27431,22360,394,1845,0,909,0,1485,1642,996,453,0,0,987,453,0,0,27431.0
01-Nov-11,11,25872,25862,27814,27812,23241,394,1845,0,909,0,1237,1239,734,-105,0,0,727,-105,0,0,27812.0
01-Nov-11,12,27156,27233,28892,28927,24412,395,1845,4,909,0,1032,1033,733,-104,0,0,728,-104,0,0,28927.0
01-Nov-11,13,30537,30529,31327,31452,27256,395,1845,4,909,0,190,191,900,457,0,0,892,457,0,0,31452.0
01-Nov-11,14,33926,34012,34539,34625,30580,341,1845,5,909,0,13,11,899,497,0,0,892,497,0,0,34625.0
01-Nov-11,15,37039,37167,37653,37779,33420,341,1845,5,909,44,14,13,999,496,0,0,989,496,0,0,37779.0
01-Nov-11,16,38652,38725,39264,39341,34967,385,1845,5,909,64,12,17,999,496,0,0,989,496,0,0,39341.0
01-Nov-11,17,39608,39668,40221,40284,35887,385,1845,16,909,64,13,16,998,496,0,0,989,496,0,0,40284.0
01-Nov-11,18,39804,39899,40417,40515,36122,287,1845,27,909,13,13,16,998,496,0,0,989,496,0,0,40515.0
01-Nov-11,19,40536,40528,41148,41142,36533,287,1845,41,909,0,12,14,997,497,0,0,988,497,0,0,41142.0
01-Nov-11,20,40670,40661,41282,41277,36729,310,1845,54,909,0,12,16,1000,497,0,0,988,497,0,0,41277.0
01-Nov-11,21,40644,40636,41253,41248,36743,310,1845,66,909,0,9,13,1001,497,0,0,989,497,0,0,41248.0
01-Nov-11,22,40653,40787,41261,41399,36985,333,1845,78,909,0,8,12,1000,497,0,0,987,497,0,0,41399.0
01-Nov-11,23,40642,40818,41248,41428,36934,333,1845,85,909,0,6,9,1002,497,0,0,991,497,0,0,41428.0
01-Nov-11,24,40693,40834,41296,41441,36992,350,1845,91,909,0,3,8,1000,497,0,0,987,497,0,0,41441.0
01-Nov-11,25,40809,40897,41412,41505,37120,350,1845,97,909,0,3,8,999,497,0,0,986,497,0,0,41505.0
01-Nov-11,26,40649,40678,41253,41286,36977,311,1845,102,909,0,4,8,999,497,0,0,986,497,0,0,41286.0
01-Nov-11,27,40521,40526,41125,41134,36880,311,1845,99,909,0,4,8,999,497,0,0,987,497,0,0,41134.0
01-Nov-11,28,40334,40306,40937,40914,36681,302,1845,96,909,0,3,7,1000,497,0,0,987,497,0,0,40914.0
01-Nov-11,29,40338,40265,40943,40874,36728,302,1845,83,909,0,5,9,1000,497,0,0,987,497,0,0,40874.0
01-Nov-11,30,40152,40080,40756,40688,36550,257,1845,71,909,0,4,8,1000,497,0,0,987,497,0,0,40688.0
