SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW,I014_TSD.1
01-Dec-12,1,34500,34407,36088,35892,31155,228,2085,0,2001,0,756,758,496,994,-232,0,493,994,-232,0,35892.0
01-Dec-12,2,34534,34402,36236,36106,31205,317,2085,0,2001,0,870,874,496,994,-232,0,493,994,-232,0,36106.0
01-Dec-12,3,34005,33850,35915,35760,30765,317,2085,0,2001,0,1078,1080,495,993,-232,0,492,993,-232,0,35760.0
01-Dec-12,4,33023,32896,35151,35025,29922,376,2085,0,2001,0,1296,1299,495,994,-232,0,492,994,-232,0,35025.0
01-Dec-12,5,32272,32151,34525,34412,29273,376,2085,0,2001,0,1421,1431,496,994,-232,0,493,994,-232,0,34412.0
01-Dec-12,6,32074,31928,34325,34334,29081,502,2085,0,2001,0,1419,1577,496,994,-232,0,493,994,-232,0,34334.0
01-Dec-12,7,31354,31179,33843,33831,28356,502,2085,0,2001,0,1657,1821,496,993,-232,0,493,993,-232,0,33831.0
01-Dec-12,8,30514,30360,33006,33156,27534,520,2085,0,2001,0,1660,1966,496,994,-232,0,493,994,-232,0,33156.0
01-Dec-12,9,29926,29755,32556,32688,27024,520,2085,0,2001,0,1798,2104,488,780,-232,0,478,780,-232,0,32688.0
01-Dec-12,10,29626,29468,32216,32365,26756,528,2085,0,2001,0,1772,2081,0,780,-218,0,0,780,-218,0,32365.0
01-Dec-12,11,29624,29501,32025,32439,26779,528,2085,0,2001,0,1660,2192,0,832,-141,0,0,832,-141,0,32439.0
01-Dec-12,12,29995,29906,32315,32899,27101,504,2085,0,2001,0,1599,2266,0,832,-121,0,0,832,-121,0,32899.0
01-Dec-12,13,31283,31224,33445,34089,28294,504,2085,0,2001,0,1497,2106,0,829,-65,0,0,829,-65,0,34089.0
01-Dec-12,14,32406,32392,33859,34221,29348,544,2085,0,2001,0,784,1158,0,747,-69,0,0,747,-69,0,34221.0
01-Dec-12,15,34282,34233,35152,35231,31115,544,2085,0,2001,0,13,171,0,-105,-152,0,0,-105,-152,0,35231.0
01-Dec-12,16,35453,35385,36388,36447,32169,601,2085,0,2001,0,9,166,0,-105,-221,0,0,-105,-221,0,36447.0
01-Dec-12,17,37468,37358,38438,38517,34052,601,2085,15,2001,0,10,137,-129,101,-231,0,-129,101,-231,0,38517.0
01-Dec-12,18,39630,39537,40637,40557,36016,646,2085,30,2001,0,16,18,-161,101,-230,0,-157,101,-230,0,40557.0
01-Dec-12,19,41451,41367,42273,42204,37649,646,2085,77,2001,0,16,15,422,501,-206,0,423,501,-206,0,42204.0
01-Dec-12,20,42021,41920,42838,42763,38138,586,2085,124,2001,0,11,23,495,501,-206,0,492,501,-206,0,42763.0
01-Dec-12,21,42213,42128,43028,42953,38254,586,2085,167,2001,0,9,15,495,789,-206,0,493,789,-206,0,42953.0
01-Dec-12,22,42223,42128,43041,42954,38232,633,2085,211,2001,0,12,18,495,789,-206,0,492,789,-206,0,42954.0
01-Dec-12,23,42089,42000,42932,42851,38082,633,2085,239,2001,0,12,18,484,776,-231,0,482,776,-231,0,42851.0
01-Dec-12,24,41977,41912,42819,42759,37958,674,2085,267,2001,0,9,17,484,776,-233,0,482,776,-233,0,42759.0
01-Dec-12,25,41689,41619,42548,42485,37702,674,2085,259,2001,0,8,17,495,756,-251,0,493,756,-251,0,42485.0
01-Dec-12,26,41296,41265,42155,42131,37336,653,2085,250,2001,0,8,17,495,756,-251,0,492,756,-251,0,42131.0
01-Dec-12,27,40720,40651,41579,41518,36810,653,2085,239,2001,0,8,17,200,734,-251,0,196,734,-251,0,41518.0
01-Dec-12,28,40569,40514,41428,41380,36687,703,2085,229,2001,0,8,15,199,735,-251,0,198,735,-251,0,41380.0
01-Dec-12,29,40593,40536,41452,41402,36766,703,2085,184,2001,0,8,16,278,517,-251,0,277,517,-251,0,41402.0
01-Dec-12,30,40526,40472,41386,41338,36699,636,2085,140,2001,0,9,16,278,516,-251,0,276,516,-251,0,41338.0
01-Dec-12,31,40749,40723,41609,41589,36864,636,2085,92,2001,0,9,17,19,283,-251,0,20,283,-251,0,41589.0
01-Dec-12,32,41701,41703,42560,42570,37776,651,2085,45,2001,0,8,16,18,283,-251,0,20,283,-251,0,42570.0
01-Dec-12,33,44025,44047,44889,44918,39785,651,2085,23,2001,0,13,21,193,359,-251,0,192,359,-251,0,44918.0
