SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW,I014_TSD.1
01-Aug-12,1,24640,24726,26059,26151,22416,602,2085,0,1820,0,668,676,1995,994,-251,0,1968,994,-251,0,26151.0
01-Aug-12,2,23843,23909,25479,25556,21709,725,2085,0,1820,0,885,897,1994,994,-251,0,1968,994,-251,0,25556.0
01-Aug-12,3,23385,23473,25254,25352,21342,725,2085,0,1820,0,1118,1130,1969,993,-251,0,1944,993,-251,0,25352.0
01-Aug-12,4,23032,23104,25030,25113,21039,735,2085,0,1820,0,1247,1258,1970,992,-251,0,1943,992,-251,0,25113.0
01-Aug-12,5,22518,22625,24630,24747,20539,735,2085,0,1820,0,1361,1372,1596,993,-251,0,1575,993,-251,0,24747.0
01-Aug-12,6,22184,22268,24285,24381,20235,814,2085,0,1820,0,1350,1361,1596,992,-251,0,1576,992,-251,0,24381.0
01-Aug-12,7,21928,22040,24027,24150,19989,814,2085,0,1820,0,1348,1361,1594,992,-251,0,1574,992,-251,0,24150.0
01-Aug-12,8,21761,21845,23857,23952,19771,824,2085,0,1820,0,1345,1357,1595,992,-251,0,1575,992,-251,0,23952.0
01-Aug-12,9,21675,21778,23770,23987,19697,824,2085,0,1820,0,1344,1459,1595,714,-251,0,1576,714,-251,0,23987.0
01-Aug-12,10,21723,21850,23788,24081,19766,871,2085,0,1820,0,1338,1503,1595,714,-227,0,1575,714,-227,0,24081.0
01-Aug-12,11,21897,22118,23665,24049,19949,871,2085,0,1820,0,1135,1298,982,124,-133,0,970,124,-133,0,24049.0
