SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW,I014_TSD.1
01-Jan-12,1,30263,30246,31262,30869,27228,1152,1866,0,1122,0,399,401,1746,993,0,0,1725,993,0,0,30869.0
01-Jan-12,2,30550,30529,31163,31143,27588,1152,1866,0,1122,0,13,15,1747,992,0,0,1725,992,0,0,31143.0
01-Jan-12,3,29974,29933,30594,30553,27101,1152,1866,0,1122,0,20,20,1747,993,0,0,1725,993,0,0,30553.0
01-Jan-12,4,28664,28628,30011,29972,25934,1290,1866,0,1122,0,747,744,1748,992,0,0,1725,992,0,0,29972.0
01-Jan-12,5,27695,27662,29441,29451,25077,1290,1866,0,1122,0,1146,1189,1748,993,0,0,1725,993,0,0,29451.0
01-Jan-12,6,26839,26792,28578,28645,24224,1158,1866,0,1122,0,1139,1253,1749,992,0,0,1725,992,0,0,28645.0
01-Jan-12,7,25640,25617,27375,27422,23002,1158,1866,0,1122,0,1135,1375,1748,993,0,0,1726,993,0,0,27422.0
01-Jan-12,8,24711,24465,26840,26834,22113,1079,1866,0,1122,0,1529,1770,1749,992,0,0,1725,992,0,0,26834.0
01-Jan-12,9,23782,23645,26181,26503,21308,1079,1866,0,1122,0,1799,2258,1749,992,0,0,1725,992,0,0,26503.0
01-Jan-12,10,23138,23125,25598,26061,20720,1051,1866,0,1122,0,1860,2336,1749,993,0,0,1725,993,0,0,26061.0
01-Jan-12,11,23062,22901,25503,25815,20408,1051,1866,0,1122,0,1841,2314,1749,992,0,0,1725,992,0,0,25815.0
01-Jan-12,12,23040,22879,25470,25783,20341,1146,1866,0,1122,0,1830,2304,1749,993,0,0,1725,993,0,0,25783.0
01-Jan-12,13,23180,23203,25453,25946,20672,1146,1866,0,1122,0,1673,2143,1547,992,0,0,1524,992,0,0,25946.0
01-Jan-12,14,23306,23291,25539,25994,20838,988,1866,0,1122,0,1633,2103,1545,993,0,0,1524,993,0,0,25994.0
01-Jan-12,15,23398,23372,25126,25567,20919,988,1866,1,1122,0,1128,1595,1546,992,0,0,1524,992,0,0,25567.0
