SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW,I014_TSD.1
01-Mar-15,1,27263,27079,27890,27713,24759,2645,4136,0,8416,0,27,34,1816,913,157,117,1793,913,157,117,27713.0
01-Mar-15,2,27504,27346,28306,28163,25149,2746,4136,0,8416,0,202,217,1816,913,157,253,1800,913,157,253,28163.0
01-Mar-15,3,27037,26820,27951,27862,24812,2855,4136,0,8416,0,314,443,1647,825,165,279,1624,825,165,279,27862.0
01-Mar-15,4,26105,25874,27645,27583,24012,2963,4136,0,8416,0,940,1109,1638,825,197,279,1624,825,197,279,27583.0
01-Mar-15,5,25250,25051,27323,27243,23334,2889,4136,0,8416,0,1473,1610,1639,824,197,279,1624,824,197,279,27243.0
01-Mar-15,6,24965,24783,27054,26941,23038,2814,4136,0,8416,0,1489,1674,1639,825,197,279,1624,825,197,279,26941.0
01-Mar-15,7,24419,24231,26683,26763,22413,2797,4136,0,8416,0,1664,1935,1491,734,197,279,1471,734,197,279,26763.0
01-Mar-15,8,23750,23535,26085,26236,21705,2779,4136,0,8416,0,1735,2113,1485,734,197,279,1470,734,197,279,26236.0
01-Mar-15,9,23222,23050,25482,25723,21250,2768,4136,0,8416,0,1660,2172,1224,734,197,279,1201,734,197,279,25723.0
01-Mar-15,10,23047,22859,25351,25522,21101,2757,4136,0,8416,0,1704,2217,1209,734,197,279,1200,734,197,279,25522.0
01-Mar-15,11,23076,22888,25354,25522,21148,2764,4136,0,8416,0,1678,2187,1318,506,197,279,1305,506,197,279,25522.0
01-Mar-15,12,23210,23047,25480,25675,21248,2771,4136,0,8416,0,1670,2181,1306,506,197,279,1304,506,197,279,25675.0
01-Mar-15,13,24063,23921,26313,26527,22059,2682,4136,0,8416,0,1650,2159,1638,416,197,279,1624,416,197,279,26527.0
01-Mar-15,14,24363,24197,26610,26802,22357,2593,4136,117,8416,0,1647,2158,1639,415,197,279,1624,415,197,279,26802.0
01-Mar-15,15,25025,24895,26561,26722,22980,2554,4136,137,8416,0,936,1380,1640,825,197,279,1624,825,197,279,26722.0
01-Mar-15,16,25685,25549,26614,26618,23596,2515,4136,453,8416,0,329,492,1628,825,197,218,1624,825,197,218,26618.0
01-Mar-15,17,27181,27061,27816,27698,24948,2605,4136,873,8416,0,35,37,1993,1000,181,76,1976,1000,181,76,27698.0
01-Mar-15,18,28541,28403,29159,29024,26165,2695,4136,1350,8416,0,18,21,1995,1000,88,0,1976,1000,88,0,29024.0
01-Mar-15,19,30018,29860,30651,30498,27430,2688,4136,1870,8416,0,15,19,1995,1000,-14,-4,1976,1000,-14,-4,30498.0
01-Mar-15,20,30831,30694,31566,31433,28193,2680,4136,2400,8416,0,15,20,1994,1000,-69,-51,1976,1000,-69,-51,31433.0
01-Mar-15,21,31666,31502,32376,32213,28888,2671,4136,2650,8416,0,14,16,1995,1000,-45,-51,1976,1000,-45,-51,32213.0
01-Mar-15,22,32021,31855,32687,32526,29193,2662,4136,2740,8416,0,15,19,1995,1000,11,-51,1976,1000,11,-51,32526.0
01-Mar-15,23,32297,32149,33062,32920,29402,2675,4136,2850,8416,0,12,15,1995,1008,-29,-124,1976,1008,-29,-124,32920.0
01-Mar-15,24,32742,32599,33543,33403,29806,2687,4136,2860,8416,0,11,14,1995,987,-27,-163,1976,987,-27,-163,33403.0
01-Mar-15,25,33076,32944,34024,33898,30145,2665,4136,2890,8416,0,10,14,1995,983,-70,-268,1976,983,-70,-268,33898.0
01-Mar-15,26,33250,33111,34335,34198,30288,2642,4136,2630,8416,0,10,10,1995,1015,-91,-384,1976,1015,-91,-384,34198.0
01-Mar-15,27,33441,33253,34598,34415,30501,2612,4136,2370,8416,0,10,14,1995,1018,-137,-410,1976,1018,-137,-410,34415.0
01-Mar-15,28,33494,33288,34602,34400,30600,2582,4136,2010,8416,0,10,12,1994,1042,-90,-408,1976,1042,-90,-408,34400.0
01-Mar-15,29,34074,33876,35136,34941,31169,2388,4136,1690,8416,0,9,9,1995,1047,-65,-388,1976,1047,-65,-388,34941.0
01-Mar-15,30,34669,34447,35764,35547,31770,2194,4136,1240,8416,0,12,14,1995,1042,-76,-407,1976,1042,-76,-407,35547.0
01-Mar-15,31,35176,34975,36272,36071,32264,2118,4136,1060,8416,0,12,10,1995,1019,-76,-408,1976,1019,-76,-408,36071.0
01-Mar-15,32,35610,35444,36686,36519,32697,2041,4136,791,8416,50,13,12,1995,1027,-80,-383,1977,1027,-80,-383,36519.0
01-Mar-15,33,36053,35819,37210,36981,33040,2083,4136,587,8416,260,21,18,1995,947,-156,-380,1976,947,-156,-380,36981.0
01-Mar-15,34,36927,36758,38157,37991,33782,2125,4136,312,8416,245,23,26,1995,982,-226,-381,1977,982,-226,-381,37991.0
01-Mar-15,35,38788,38588,39962,39762,35450,2113,4136,125,8416,245,23,26,1994,989,-174,-377,1976,989,-174,-377,39762.0
01-Mar-15,36,40290,40109,41531,41349,36820,2101,4136,48,8416,245,18,14,1994,1004,-211,-412,1976,1004,-211,-412,41349.0
01-Mar-15,37,42030,41826,43221,43018,38405,2193,4136,0,8416,200,9,8,1994,1010,-169,-413,1976,1010,-169,-413,43018.0
01-Mar-15,38,41972,41738,43158,42925,38292,2285,4136,0,8416,0,11,10,1994,990,-162,-413,1976,990,-162,-413,42925.0
01-Mar-15,39,41398,41152,42640,42386,37774,2204,4136,0,8416,0,16,6,1994,1000,-206,-420,1976,1000,-206,-420,42386.0
01-Mar-15,40,40281,39983,41505,41214,36747,2122,4136,0,8416,0,15,19,1994,975,-190,-419,1976,975,-190,-419,41214.0
01-Mar-15,41,39157,38861,40370,40077,35689,2119,4136,0,8416,0,15,15,1995,997,-179,-419,1976,997,-179,-419,40077.0
01-Mar-15,42,37373,37103,38607,38341,34118,2115,4136,0,8416,0,16,18,1994,982,-210,-408,1976,982,-210,-408,38341.0
01-Mar-15,43,36142,35880,37328,37070,33022,2064,4136,0,8416,0,15,18,1994,995,-201,-370,1976,995,-201,-370,37070.0
01-Mar-15,44,34282,34007,35405,35136,31323,2013,4136,0,8416,0,15,19,1994,976,-139,-369,1976,976,-139,-369,35136.0
01-Mar-15,45,32588,32307,33554,33276,29760,2051,4136,0,8416,0,20,22,1994,984,-79,-267,1976,984,-79,-267,33276.0
01-Mar-15,46,30896,30583,31905,31592,28150,2089,4136,0,8416,0,16,16,1994,992,-134,-259,1976,992,-134,-259,31592.0
01-Mar-15,47,28817,28544,29975,29714,26285,2054,4136,0,8416,0,226,238,1898,926,-135,-197,1878,926,-135,-197,29714.0
01-Mar-15,48,27682,27483,28913,28667,25224,2018,4136,0,8416,0,421,430,1895,938,-75,-135,1878,938,-75,-135,28667.0
02-Mar-15,1,27663,27495,28961,28822,25251,1967,4136,0,8418,0,633,644,1895,942,76,-65,1878,942,76,-65,28822.0
02-Mar-15,2,28040,27996,29500,29456,25689,1915,4136,0,8418,0,845,846,1895,953,158,-15,1878,953,158,-15,29456.0
02-Mar-15,3,28117,27983,29606,29487,25769,1835,4136,0,8418,0,889,904,1895,951,197,38,1878,951,197,38,29487.0
02-Mar-15,4,27704,27465,29532,29303,25421,1755,4136,0,8418,0,1228,1238,1895,951,197,118,1878,951,197,118,29303.0
02-Mar-15,5,27300,27089,29283,29074,25035,1736,4136,0,8418,0,1383,1385,1895,950,197,257,1878,950,197,257,29074.0
02-Mar-15,6,27371,27159,29197,29001,25051,1717,4136,0,8418,0,1226,1228,1895,951,197,289,1878,951,197,289,29001.0
02-Mar-15,7,26891,26682,29186,28982,24578,1702,4136,0,8418,0,1695,1705,1895,950,197,289,1878,950,197,289,28982.0
02-Mar-15,8,26375,26184,28725,28534,23994,1686,4136,0,8418,0,1750,1750,1894,951,197,289,1878,951,197,289,28534.0
02-Mar-15,9,26107,25945,28446,28284,23793,1676,4136,0,8418,0,1739,1739,1895,951,197,289,1878,951,197,289,28284.0
02-Mar-15,10,26189,26042,28471,28315,23875,1666,4136,0,8418,0,1682,1671,1894,950,197,289,1878,950,197,289,28315.0
02-Mar-15,11,27000,26869,28987,28856,24620,1634,4136,0,8418,0,1387,1386,1895,952,197,289,1878,952,197,289,28856.0
02-Mar-15,12,28532,28504,29970,29988,25992,1601,4136,0,8418,0,838,804,1893,968,167,219,1878,968,167,219,29988.0
02-Mar-15,13,32246,32228,32905,32857,29379,1696,4136,0,8418,0,59,44,1993,596,104,138,1976,596,104,138,32857.0
02-Mar-15,14,35388,35318,36007,35941,32266,1791,4136,58,8418,0,19,23,1994,582,83,101,1976,582,83,101,35941.0
02-Mar-15,15,38715,38634,39406,39324,35275,1874,4136,147,8418,298,20,15,1995,826,-71,1,1976,826,-71,1,39324.0
02-Mar-15,16,39882,39738,40767,40630,36330,1956,4136,352,8418,338,17,19,1995,790,-121,-147,1976,790,-121,-147,40630.0
02-Mar-15,17,40600,40445,41678,41532,37035,2077,4136,675,8418,338,16,21,1995,975,-171,-291,1976,975,-171,-291,41532.0
02-Mar-15,18,40705,40530,41787,41617,37148,2198,4136,1110,8418,342,14,17,1995,957,-136,-332,1976,957,-136,-332,41617.0
02-Mar-15,19,41141,40949,42262,42070,37453,2305,4136,1630,8418,345,16,15,1997,1002,-173,-332,1976,1002,-173,-332,42070.0
02-Mar-15,20,41127,40953,42250,42081,37438,2411,4136,2150,8418,140,18,22,1995,989,-173,-332,1976,989,-173,-332,42081.0
02-Mar-15,21,41092,40854,42240,42009,37357,2503,4136,2480,8418,0,16,20,1996,994,-173,-359,1976,994,-173,-359,42009.0
02-Mar-15,22,40893,40660,42043,41818,37197,2595,4136,2740,8418,0,14,19,1996,983,-173,-363,1976,983,-173,-363,41818.0
02-Mar-15,23,40736,40546,41965,41784,37031,2649,4136,3020,8418,0,14,19,1996,990,-201,-414,1976,990,-201,-414,41784.0
02-Mar-15,24,40612,40391,41862,41648,36878,2703,4136,3260,8418,0,14,19,1996,998,-205,-431,1976,998,-205,-431,41648.0
02-Mar-15,25,40577,40379,41778,41586,36845,2756,4136,3330,8418,0,13,16,1996,1012,-157,-431,1976,1012,-157,-431,41586.0
02-Mar-15,26,40299,40058,41516,41281,36622,2809,4136,3240,8418,0,9,13,1996,1004,-177,-431,1976,1004,-177,-431,41281.0
02-Mar-15,27,40049,39824,41282,41063,36416,2768,4136,3290,8418,0,8,11,1996,979,-194,-431,1976,979,-194,-431,41063.0
02-Mar-15,28,39737,39524,40970,40763,36120,2726,4136,3130,8418,0,7,11,1996,1004,-195,-431,1976,1004,-195,-431,40763.0
02-Mar-15,29,39841,39631,41074,40874,36241,2684,4136,2800,8418,0,7,8,1996,1011,-195,-431,1976,1011,-195,-431,40874.0
02-Mar-15,30,39575,39380,40808,40618,35968,2641,4136,2560,8418,0,7,8,1996,1011,-195,-431,1976,1011,-195,-431,40618.0
02-Mar-15,31,39541,39361,40774,40599,35938,2592,4136,2270,8418,0,7,11,1995,1000,-195,-431,1976,1000,-195,-431,40599.0
02-Mar-15,32,40226,40065,41461,41303,36726,2542,4136,1760,8418,0,8,11,1995,984,-195,-432,1976,984,-195,-432,41303.0
02-Mar-15,33,41226,41074,42458,42313,37662,2444,4136,1240,8418,0,7,11,1995,984,-194,-431,1976,984,-194,-431,42313.0
02-Mar-15,34,42923,42769,44159,44008,39201,2346,4136,789,8418,0,7,10,1995,978,-198,-431,1976,978,-198,-431,44008.0
02-Mar-15,35,44396,44250,45666,45524,40494,2175,4136,242,8418,31,9,8,1910,901,-230,-431,1889,901,-230,-431,45524.0
02-Mar-15,36,46100,45923,47260,47079,42110,2003,4136,62,8418,64,19,15,1906,885,-155,-386,1889,885,-155,-386,47079.0
02-Mar-15,37,48460,48257,49590,49389,44338,1939,4136,0,8418,64,7,6,1993,1020,-132,-391,1976,1020,-132,-391,49389.0
02-Mar-15,38,48669,48427,49881,49647,44461,1875,4136,0,8418,64,8,13,1995,1002,-210,-394,1976,1002,-210,-394,49647.0
02-Mar-15,39,47767,47504,49025,48762,43672,1865,4136,0,8418,19,14,10,1994,998,-250,-394,1976,998,-250,-394,48762.0
02-Mar-15,40,46512,46213,47770,47475,42561,1854,4136,0,8418,0,14,15,1994,971,-249,-395,1976,971,-249,-395,47475.0
02-Mar-15,41,44811,44491,46054,45734,40984,1862,4136,0,8418,0,11,10,1995,877,-237,-395,1976,877,-237,-395,45734.0
02-Mar-15,42,42962,42657,44220,43917,39346,1869,4136,0,8418,0,13,8,1994,888,-250,-395,1976,888,-250,-395,43917.0
02-Mar-15,43,40956,40609,42203,41858,37470,1850,4136,0,8418,0,11,10,1818,1011,-241,-395,1794,1011,-241,-395,41858.0
02-Mar-15,44,38611,38188,39829,39410,35289,1830,4136,0,8418,0,13,15,1811,987,-246,-359,1794,987,-246,-359,39410.0
02-Mar-15,45,36176,35797,37290,36914,33039,1790,4136,0,8418,0,16,19,1192,791,-208,-290,1152,791,-208,-290,36914.0
02-Mar-15,46,33974,33618,35079,34666,30898,1750,4136,0,8418,0,74,50,1141,795,-159,-272,1154,795,-159,-272,34666.0
02-Mar-15,47,31586,31213,32935,32582,28656,1804,4136,0,8418,0,394,409,1691,811,-130,-225,1675,811,-130,-225,32582.0
02-Mar-15,48,30315,29984,31803,31476,27546,1857,4136,0,8418,0,614,626,1688,812,-112,-162,1675,812,-112,-162,31476.0
03-Mar-15,1,29996,29733,31683,31430,27349,1816,4136,0,8419,0,1011,1121,1794,902,-30,-46,1779,902,-30,-46,31430.0
03-Mar-15,2,30539,30294,32175,32024,27942,1774,4136,0,8419,0,1036,1192,1789,901,39,23,1779,901,39,23,32024.0
03-Mar-15,3,30518,30214,32456,32210,27955,1697,4136,0,8419,0,1338,1510,1992,1000,53,15,1976,1000,53,15,32210.0
03-Mar-15,4,29946,29645,31783,31628,27412,1620,4136,0,8419,0,1169,1328,1994,1000,-27,-41,1976,1000,-27,-41,31628.0
03-Mar-15,5,29560,29286,31844,31761,27075,1570,4136,0,8419,0,1646,1953,1994,999,-38,31,1976,999,-38,31,31761.0
03-Mar-15,6,29538,29247,31858,31721,27030,1519,4136,0,8419,0,1720,2026,1994,1000,26,92,1976,1000,26,92,31721.0
03-Mar-15,7,29148,28851,31454,31308,26612,1494,4136,0,8419,0,1706,2061,1995,925,57,92,1976,925,57,92,31308.0
03-Mar-15,8,28770,28471,31046,31085,26209,1468,4136,0,8419,0,1635,2068,1994,925,-41,65,1976,925,-41,65,31085.0
03-Mar-15,9,28431,28152,30758,30755,25902,1452,4136,0,8419,0,1685,2113,1276,1000,-42,86,1231,1000,-42,86,30755.0
03-Mar-15,10,28459,28190,30501,30777,25932,1435,4136,0,8419,0,1401,1831,1221,1000,-41,64,1233,1000,-41,64,30777.0
03-Mar-15,11,29123,28879,31310,31098,26543,1401,4136,0,8419,0,1587,2003,1766,1000,72,121,1749,1000,72,121,31098.0
03-Mar-15,12,30481,30335,32291,32203,27816,1367,4136,0,8419,0,1210,1510,1760,1016,93,86,1749,1016,93,86,32203.0
03-Mar-15,13,33892,33835,35195,35097,30960,1381,4136,0,8419,0,703,727,1543,1007,65,127,1509,1007,65,127,35097.0
03-Mar-15,14,37034,36929,37667,37554,33833,1395,4136,156,8419,0,33,25,1511,1010,37,80,1515,1010,37,80,37554.0
03-Mar-15,15,40250,40133,41020,40908,36718,1438,4136,104,8419,109,12,6,1994,842,-90,-68,1976,842,-90,-68,40908.0
03-Mar-15,16,41477,41281,42446,42255,37848,1480,4136,377,8419,177,13,16,1995,822,-147,-209,1976,822,-147,-209,42255.0
03-Mar-15,17,42056,41837,43193,42978,38338,1567,4136,763,8419,177,13,15,1996,1013,-188,-336,1976,1013,-188,-336,42978.0
03-Mar-15,18,41798,41579,43007,42792,38127,1654,4136,1280,8419,168,17,17,1995,993,-196,-396,1976,993,-196,-396,42792.0
