SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW,I014_TSD.1
01-Apr-15,1,25989,25923,27704,27359,23685,2423,3989,0,8466,0,1215,1237,883,857,12,141,872,857,12,141,27359.0
01-Apr-15,2,25295,25268,27263,26739,23031,2287,3989,0,8466,0,1468,1590,879,896,61,141,872,896,61,141,26739.0
01-Apr-15,3,25957,25953,27652,27646,23730,2320,3989,0,8468,0,1195,1317,879,913,80,141,869,913,80,141,27646.0
01-Apr-15,4,26869,26861,28313,28296,24655,2352,3989,0,8468,0,944,1059,879,915,22,141,872,915,22,141,28296.0
01-Apr-15,5,26887,26834,28437,28353,24665,2304,3989,0,8468,0,1050,1096,879,886,58,141,872,886,58,141,28353.0
01-Apr-15,6,26675,26578,28394,28310,24443,2255,3989,0,8468,0,1219,1417,879,882,78,145,872,882,78,145,28310.0
01-Apr-15,7,26564,26451,28609,28478,24298,2270,3989,0,8468,0,1545,1886,879,868,79,166,872,868,79,166,28478.0
01-Apr-15,8,26406,26286,28579,28459,24090,2284,3989,0,8468,0,1673,2061,879,904,79,166,872,904,79,166,28459.0
01-Apr-15,9,26023,25922,28195,27953,23779,2267,3989,0,8468,0,1672,2057,879,874,29,53,872,874,29,53,27953.0
01-Apr-15,10,25952,25889,27807,27780,23734,2249,3989,0,8468,0,1355,1719,879,916,26,61,872,916,26,61,27780.0
01-Apr-15,11,26496,26444,27804,27872,24196,2203,3989,0,8468,0,808,1193,879,921,62,107,872,921,62,107,27872.0
01-Apr-15,12,27612,27585,28800,28810,25166,2156,3989,0,8468,0,688,916,879,905,16,102,872,905,16,102,28810.0
01-Apr-15,13,30441,30471,31006,30987,27737,2122,3989,0,8468,0,65,69,819,1011,80,164,809,1011,80,164,30987.0
01-Apr-15,14,32770,32767,33290,33290,29863,2088,3989,87,8468,0,20,24,818,996,123,96,809,996,123,96,33290.0
01-Apr-15,15,35992,35987,36556,36549,32753,2121,3989,270,8468,0,11,10,545,1001,16,-53,527,1001,16,-53,36549.0
01-Apr-15,16,37823,37722,38532,38434,34416,2154,3989,635,8468,0,11,12,521,995,16,-198,527,995,16,-198,38434.0
01-Apr-15,17,38692,38538,39515,39368,35171,2167,3989,1090,8468,0,11,13,876,1004,-67,-245,868,1004,-67,-245,39368.0
01-Apr-15,18,38393,38236,39323,39171,34935,2179,3989,1650,8468,0,13,16,875,977,-140,-277,868,977,-140,-277,39171.0
01-Apr-15,19,38348,38225,39274,39156,34924,2296,3989,2230,8468,0,9,12,995,984,-140,-277,986,984,-140,-277,39156.0
01-Apr-15,20,37935,37802,38859,38732,34533,2413,3989,2830,8468,0,7,11,998,971,-140,-277,985,971,-140,-277,38732.0
01-Apr-15,21,37456,37340,38513,38403,34111,2451,3989,3190,8468,0,7,10,997,1000,-202,-348,985,1000,-202,-348,38403.0
01-Apr-15,22,37376,37222,38511,38362,34015,2488,3989,3320,8468,0,7,11,998,1006,-228,-400,985,1006,-228,-400,38362.0
01-Apr-15,23,37330,37218,38466,38360,33957,2472,3989,3380,8468,0,8,12,998,1000,-228,-400,986,1000,-228,-400,38360.0
01-Apr-15,24,37446,37339,38585,38478,34036,2456,3989,3300,8468,0,10,8,997,1014,-228,-401,985,1014,-228,-401,38478.0
01-Apr-15,25,37554,37433,38625,38509,34149,2455,3989,3210,8468,0,10,13,997,979,-161,-400,985,979,-161,-400,38509.0
01-Apr-15,26,37324,37181,38358,38221,33986,2453,3989,3100,8468,0,7,10,997,997,-127,-400,985,997,-127,-400,38221.0
01-Apr-15,27,37116,36989,38172,38052,33802,2383,3989,3010,8468,0,7,10,997,997,-148,-401,986,997,-148,-401,38052.0
01-Apr-15,28,36873,36776,37992,37897,33644,2312,3989,3000,8468,0,10,10,998,975,-208,-401,986,975,-208,-401,37897.0
01-Apr-15,29,36865,36780,37982,37901,33693,2480,3989,2810,8468,0,9,11,998,975,-207,-401,985,975,-207,-401,37901.0
01-Apr-15,30,36838,36755,37956,37876,33701,2647,3989,2610,8468,0,9,11,997,986,-208,-401,986,986,-208,-401,37876.0
01-Apr-15,31,36866,36805,37991,37933,33698,2514,3989,2350,8468,0,9,10,998,994,-216,-400,986,994,-216,-400,37933.0
01-Apr-15,32,37455,37396,38591,38537,34228,2380,3989,1910,8468,0,10,13,998,987,-216,-410,986,987,-216,-410,38537.0
01-Apr-15,33,38307,38252,39477,39426,34996,2354,3989,1450,8468,0,11,12,997,1007,-228,-431,986,1007,-228,-431,39426.0
01-Apr-15,34,39270,39283,40440,40457,35871,2327,3989,1080,8468,0,11,13,997,1016,-228,-431,986,1016,-228,-431,40457.0
01-Apr-15,35,39990,40004,41164,41183,36519,2197,3989,778,8468,0,10,12,997,1016,-233,-431,986,1016,-233,-431,41183.0
01-Apr-15,36,40261,40240,41382,41370,36747,2066,3989,578,8468,0,11,15,998,1026,-179,-431,986,1026,-179,-431,41370.0
01-Apr-15,37,40554,40415,41678,41544,37086,1960,3989,421,8468,0,16,17,998,1023,-177,-431,986,1023,-177,-431,41544.0
01-Apr-15,38,40850,40729,41992,41876,37333,1853,3989,209,8468,0,15,14,997,1031,-198,-429,986,1031,-198,-429,41876.0
01-Apr-15,39,41084,40986,42191,42099,37583,1771,3989,67,8468,0,15,14,998,1034,-195,-397,986,1034,-195,-397,42099.0
01-Apr-15,40,41691,41634,42729,42669,38096,1688,3989,119,8468,0,10,4,998,1035,-152,-376,986,1035,-152,-376,42669.0
01-Apr-15,41,42097,41944,43180,43028,38273,1639,3989,0,8468,0,11,4,998,1000,-143,-429,986,1000,-143,-429,43028.0
01-Apr-15,42,40856,40674,42035,41858,37161,1590,3989,0,8468,0,12,14,998,1019,-202,-465,986,1019,-202,-465,41858.0
01-Apr-15,43,39488,39292,40680,40484,35896,1554,3989,0,8468,0,10,6,997,1002,-227,-455,986,1002,-227,-455,40484.0
01-Apr-15,44,37333,37088,38402,38162,33972,1517,3989,0,8468,0,12,17,998,1023,-235,-322,986,1023,-235,-322,38162.0
01-Apr-15,45,35348,35101,36398,36158,32132,1415,3989,0,8468,0,12,17,998,1016,-231,-307,986,1016,-231,-307,36158.0
01-Apr-15,46,33128,32874,34115,33863,30046,1312,3989,0,8468,0,16,18,995,1020,-225,-246,986,1020,-225,-246,33863.0
01-Apr-15,47,30827,30610,31603,31393,27963,1316,3989,0,8468,0,22,28,994,997,-106,-148,986,997,-106,-148,31393.0
01-Apr-15,48,28901,28704,30021,29849,26130,1320,3989,0,8468,0,543,571,994,968,-31,-46,986,968,-31,-46,29849.0
02-Apr-15,1,27341,27107,29326,29120,24691,1268,3989,0,8468,0,1426,1454,994,1025,16,-59,986,1025,16,-59,29120.0
02-Apr-15,2,26693,26471,28850,28552,24079,1215,3989,0,8468,0,1592,1590,994,987,16,-65,986,987,16,-65,28552.0
02-Apr-15,3,27096,26932,28796,28576,24506,1211,3989,0,8469,0,1171,1152,994,1002,0,-29,986,1002,0,-29,28576.0
02-Apr-15,4,27961,27791,29433,29303,25399,1207,3989,0,8469,0,852,844,994,1024,-59,-61,986,1024,-59,-61,29303.0
02-Apr-15,5,27972,27759,29539,29327,25399,1198,3989,0,8469,0,916,917,994,978,-102,-49,986,978,-102,-49,29327.0
02-Apr-15,6,27635,27422,29271,29066,25026,1189,3989,0,8469,0,1016,1025,994,973,-72,-48,986,973,-72,-48,29066.0
02-Apr-15,7,27306,27058,29190,28905,24663,1150,3989,0,8469,0,1270,1278,994,961,-57,-57,986,961,-57,-57,28905.0
02-Apr-15,8,27104,26825,29149,28881,24485,1110,3989,0,8469,0,1451,1461,994,986,-36,-58,986,986,-36,-58,28881.0
02-Apr-15,9,26889,26607,29117,28836,24307,1004,3989,0,8469,0,1670,1671,994,1019,11,-58,986,1019,11,-58,28836.0
02-Apr-15,10,26881,26598,29169,28877,24276,897,3989,0,8469,0,1632,1623,994,989,-98,-58,986,989,-98,-58,28877.0
02-Apr-15,11,27395,27180,29033,28800,24728,914,3989,0,8469,0,898,878,994,972,-158,-82,986,972,-158,-82,28800.0
02-Apr-15,12,28417,28294,29860,29788,25637,930,3989,0,8469,0,709,696,994,982,-142,-92,986,982,-142,-92,29788.0
02-Apr-15,13,31200,31061,31768,31636,28171,858,3989,0,8469,0,59,48,846,982,-9,55,834,982,-9,55,31636.0
02-Apr-15,14,33546,33344,34058,33862,30317,786,3989,92,8469,0,12,17,840,996,60,63,834,996,60,63,33862.0
02-Apr-15,15,36681,36514,37331,37173,33084,713,3989,211,8469,0,14,16,818,996,-64,-72,807,996,-64,-72,37173.0
02-Apr-15,16,38853,38676,39689,39521,35092,640,3989,473,8469,0,13,16,813,984,-102,-221,808,984,-102,-221,39521.0
02-Apr-15,17,40297,40093,41194,40995,36434,607,3989,870,8469,0,12,15,995,1024,-109,-276,986,1024,-109,-276,40995.0
02-Apr-15,18,40418,40186,41406,41180,36617,574,3989,1250,8469,0,13,17,997,1001,-163,-312,986,1001,-163,-312,41180.0
02-Apr-15,19,40825,40596,41842,41620,36988,519,3989,1760,8469,0,13,18,998,1011,-178,-326,986,1011,-178,-326,41620.0
02-Apr-15,20,40706,40487,41724,41512,36876,463,3989,2280,8469,0,13,18,997,1001,-178,-327,986,1001,-178,-327,41512.0
02-Apr-15,21,40304,40061,41431,41195,36473,434,3989,2670,8469,0,13,18,998,973,-227,-387,986,973,-227,-387,41195.0
02-Apr-15,22,39815,39637,40979,40808,35994,404,3989,3100,8469,0,13,18,998,999,-239,-412,986,999,-239,-412,40808.0
02-Apr-15,23,39620,39427,40784,40598,35784,367,3989,3510,8469,0,13,18,998,993,-239,-412,986,993,-239,-412,40598.0
02-Apr-15,24,39389,39150,40452,40218,35531,329,3989,3870,8469,0,10,15,998,977,-182,-371,986,977,-182,-371,40218.0
02-Apr-15,25,39090,38781,40099,39795,35258,302,3989,4180,8469,0,9,11,997,1001,-148,-352,986,1001,-148,-352,39795.0
02-Apr-15,26,38596,38175,39580,39162,34826,275,3989,4360,8469,0,9,10,998,970,-92,-383,986,970,-92,-383,39162.0
02-Apr-15,27,37956,37566,38952,38566,34219,269,3989,4300,8469,0,9,10,997,988,-83,-404,986,988,-83,-404,38566.0
02-Apr-15,28,37614,37256,38675,38321,33893,263,3989,4330,8469,0,6,7,998,992,-126,-429,986,992,-126,-429,38321.0
