SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW,I014_TSD.1
01-Jan-13,1,30565,30543,32789,32770,27585,963,2085,0,2036,0,1123,1127,1490,993,-251,-250,1476,993,-251,-250,32770.0
01-Jan-13,2,31155,31110,33372,33333,28180,922,2085,0,2036,0,1116,1123,1490,993,-251,-250,1476,993,-251,-250,33333.0
01-Jan-13,3,30806,30784,33017,33002,27857,922,2085,0,2036,0,1109,1118,1490,993,-251,-251,1476,993,-251,-251,33002.0
01-Jan-13,4,29706,29669,31917,31888,26838,981,2085,0,2036,0,1110,1119,1490,993,-251,-250,1470,993,-251,-250,31888.0
01-Jan-13,5,28528,28497,30731,30714,25766,981,2085,0,2036,0,1102,1113,1491,993,-251,-250,1476,993,-251,-250,30714.0
01-Jan-13,6,27916,27869,30028,30071,25182,1096,2085,0,2036,0,1011,1024,1490,993,-251,-250,1476,993,-251,-250,30071.0
01-Jan-13,7,26838,26771,28766,28713,24109,1096,2085,0,2036,0,827,836,1491,512,-251,-250,1476,512,-251,-250,28713.0
01-Jan-13,8,25724,25664,27657,27604,23042,1083,2085,0,2036,0,832,840,1491,513,-251,-250,1476,513,-251,-250,27604.0
01-Jan-13,9,24862,24783,26854,26790,22317,1083,2085,0,2036,0,897,912,1490,191,-245,-250,1476,191,-245,-250,26790.0
01-Jan-13,10,24389,24329,26400,26352,21962,1059,2085,0,2036,0,964,978,1490,191,-204,-243,1476,191,-204,-243,26352.0
01-Jan-13,11,24099,24063,26027,26130,21766,1059,2085,0,2036,0,965,1105,1489,372,-161,-202,1475,372,-161,-202,26130.0
01-Jan-13,12,24034,24006,25928,26108,21713,1161,2085,7,2036,0,961,1205,1489,372,-151,-182,1475,372,-151,-182,26108.0
01-Jan-13,13,24500,24472,26281,26606,22154,1161,2085,8,2036,0,956,1309,1489,295,-99,-126,1475,295,-99,-126,26606.0
01-Jan-13,14,24651,24614,26425,26570,22353,1208,2085,8,2036,0,949,1304,1489,295,-99,-126,1475,295,-99,-126,26570.0
01-Jan-13,15,24882,24863,26314,26051,22575,1208,2085,9,2036,0,607,953,996,271,-99,-126,986,271,-99,-126,26051.0
01-Jan-13,16,24690,24679,25527,25728,22472,1158,2085,9,2036,0,12,497,994,272,-99,-126,985,272,-99,-126,25728.0
01-Jan-13,17,24985,24971,25959,25951,22764,1158,2085,9,2036,0,11,498,994,624,-166,-197,986,624,-166,-197,25951.0
01-Jan-13,18,25813,25816,26872,26886,23625,1227,2085,10,2036,0,13,248,994,623,-200,-246,985,623,-200,-246,26886.0
01-Jan-13,19,27180,27225,28240,28291,24892,1227,2085,59,2036,0,12,18,1488,827,-202,-246,1475,827,-202,-246,28291.0
01-Jan-13,20,28490,28505,29573,29593,26069,1301,2085,109,2036,0,12,18,1490,827,-225,-246,1475,827,-225,-246,29593.0
01-Jan-13,21,29882,29874,30974,30972,27316,1301,2085,168,2036,0,8,14,1490,582,-234,-250,1475,582,-234,-250,30972.0
01-Jan-13,22,30977,30987,32070,32085,28270,1319,2085,227,2036,0,8,14,1490,583,-235,-250,1475,583,-235,-250,32085.0
01-Jan-13,23,32012,32028,33120,33138,29145,1319,2085,267,2036,0,8,10,1490,810,-250,-250,1475,810,-250,-250,33138.0
01-Jan-13,24,32762,32754,33871,33868,29761,1481,2085,306,2036,0,8,14,1490,810,-251,-250,1475,810,-251,-250,33868.0
01-Jan-13,25,33480,33483,34590,34595,30378,1481,2085,317,2036,0,8,14,1490,993,-251,-251,1475,993,-251,-251,34595.0
01-Jan-13,26,33839,33823,34948,34937,30642,1498,2085,329,2036,0,8,14,1490,993,-251,-250,1475,993,-251,-250,34937.0
01-Jan-13,27,33819,33821,34928,34934,30620,1498,2085,293,2036,0,8,13,1490,895,-251,-250,1475,895,-251,-250,34934.0
